Journal Report 1 (R4)	Number of Successful Full-text Article Requests by Month and Journal																				
SIMON FRASER UNIV																					
																					
Period covered by Report:																					
2013-01-01 to 2013-12-31																					
Date run:																					
2014-02-24																					
Journal	Publisher	Platform	Journal DOI	Proprietary Identifier	Print ISSN	Online ISSN	Reporting Period Total	Reporting Period HTML	Reporting Period PDF	Jan-2013	Feb-2013	Mar-2013	Apr-2013	May-2013	Jun-2013	Jul-2013	Aug-2013	Sep-2013	Oct-2013	Nov-2013	Dec-2013
World medical journal	World Medical Association	EBSCOhost		156761	0049-8122		124	0	124	8	5	37	11	0	1	12	6	4	4	34	2
World Monitor	Christian Science Publishing Society	EBSCOhost		70500	0897-9472		21	21	0	0	0	8	0	4	0	0	1	1	2	5	0
World of Accounting Science	Muhasebe Bilim Dunyasy Dergisi	EBSCOhost		484564	1302-258X		15	0	15	0	1	3	0	0	1	3	0	0	1	6	0
World of Hibernia	World of Hibernia	EBSCOhost		70506	1085-9616		7	7	0	0	0	3	0	0	0	0	0	0	1	3	0
World of Irish Nursing	MedMedia Publications Ltd	EBSCOhost		152959	1393-8088		64	0	64	11	7	5	2	1	3	1	0	8	4	21	1
World of Irish Nursing & Midwifery	MedMedia Publications Ltd	EBSCOhost		217855	2009-4264		350	0	350	34	61	52	13	10	16	10	7	34	44	59	10
World of Soccer Newsletter	IPC Magazines Ltd.	EBSCOhost		894310			5	0	5	0	1	1	0	0	0	0	0	1	1	0	1
World of Work	International Labour Organization	EBSCOhost		92623	1020-0010	1564-460X	19	0	19	2	4	1	2	2	1	1	1	3	1	1	0
World Oil	Euromoney Institutional Investor PLC	EBSCOhost		70518	0043-8790		240	233	7	7	28	45	21	13	19	41	14	19	7	24	2
World Policy Journal	Sage Publications Inc.	EBSCOhost		70524	0740-2775	1936-0924	612	134	478	23	45	130	80	11	30	23	10	15	60	165	20
World Politics	Cambridge University Press	EBSCOhost		462678	0043-8871	1086-3338	7	0	7	0	1	0	1	0	0	1	0	0	1	3	0
World Politics Review	"World Politics Review, LLC"	EBSCOhost		431117		1944-6284	4	4	0	0	0	0	0	0	0	0	0	0	4	0	0
World Refining & Fuels Today	"Hart Energy Publishing, LP"	EBSCOhost		273207	1942-3543		33	33	0	1	4	0	0	0	0	7	0	6	9	6	0
World Review of Political Economy	Pluto Journals	EBSCOhost		642906	2042-891X	2042-8928	6	0	6	0	0	1	4	0	0	0	0	0	0	1	0
World Rivers Review	International Rivers	EBSCOhost		92627	0890-6211		6	0	6	1	0	0	0	1	0	0	0	0	0	4	0
World Today	Royal Institute of International Affairs	EBSCOhost		70543	0043-9134		163	23	140	3	10	20	5	1	6	4	4	7	30	50	23
World Trade	BNP Media	EBSCOhost		70544	1054-8637		237	163	74	16	7	61	22	8	9	21	2	14	34	34	9
World Trade Review	Cambridge University Press	EBSCOhost		70548	1474-7456	1475-3138	33	0	33	0	0	1	2	0	7	2	0	6	1	14	0
World Trade: WT100	BNP Media	EBSCOhost		675347	1949-9140	1949-9159	43	5	38	3	4	11	3	1	2	3	2	1	3	6	4
World War II	Weider History Group	EBSCOhost		70553	0898-4204		1128	869	259	64	127	214	135	25	57	71	40	21	133	222	19
World Wastes	"Penton Media, Inc."	EBSCOhost		70554	1064-8429		8	8	0	0	4	0	0	0	2	0	0	0	0	0	2
World Watch	Worldwatch Institute	EBSCOhost		70555	0896-0615		805	747	58	38	68	128	98	29	51	47	8	46	135	132	25
World and I	World & I Online	EBSCOhost		70425	0887-9346		1000	1000	0	83	126	234	106	34	52	117	25	29	60	116	18
"Worldviews: Environment, Culture, Religion"	Brill Academic Publishers	EBSCOhost		70551	1363-5247	1568-5357	356	43	313	22	32	55	45	4	21	10	3	16	66	73	9
Worldviews on Evidence-Based Nursing	Wiley-Blackwell	EBSCOhost		148413	1545-102X	1741-6787	828	0	828	97	75	79	45	73	113	41	18	106	92	78	11
Worldwide Biotech	Worldwide Videotex	EBSCOhost		70581			5	0	5	1	0	0	0	0	0	2	0	1	0	1	0
Worldwide Computer Products News	Normans Media Ltd.	EBSCOhost		140657	1363-9889		11	11	0	0	0	0	0	0	0	0	0	0	11	0	0
Worldwide Databases	Worldwide Videotex	EBSCOhost		70584			8	3	5	0	3	1	1	0	1	0	0	1	0	1	0
Worldwide Energy	Worldwide Videotex	EBSCOhost		70585			15	1	14	0	3	4	0	0	0	0	0	0	5	3	0
Worldwide Telecom	Worldwide Videotex	EBSCOhost		70586			10	0	10	0	1	1	0	0	7	0	0	0	0	1	0
Worldwide Videotex Update	Worldwide Videotex	EBSCOhost		70587	0731-7891		6	1	5	1	1	0	0	0	2	0	0	1	0	1	0
Worm	Springer Science & Business Media B.V.	EBSCOhost		1142247	2162-4046	2162-4054	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0
Wound Healing Southern Africa	Medpharm Publications (Pty) Ltd.	EBSCOhost		518412	1998-8885	2076-8893	28	0	28	2	1	3	1	0	1	4	0	8	3	4	1
Wound Practice & Research	Cambridge Publishing	EBSCOhost		461260	1837-6304		177	0	177	30	14	29	2	13	4	9	0	17	33	23	3
Wound Repair and Regeneration: Official Publication of the Wound Healing Society and the European Tissue Repair Society	Wiley-Blackwell	EBSCOhost		70593	1067-1927	1524-475X	278	0	278	11	18	46	19	25	17	35	11	14	29	49	4
"WPMT-TV (York, PA)"		EBSCOhost		851365			1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
WPR Subset		EBSCOhost		1443654			123	123	0	1	19	31	19	5	3	2	0	15	16	11	1
The Writer	Madavor Media	EBSCOhost		70598	0043-9517		759	759	0	38	75	127	70	68	42	58	22	53	72	118	16
Writers' Journal	Val-Tech Media	EBSCOhost		359349	0891-8759		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Writing Center Journal	Writing Center Journal	EBSCOhost		413454	0889-6143		51	0	51	2	3	34	3	1	0	2	0	2	1	2	1
Writing Instructor	Writing Instructor	EBSCOhost		70606	0277-7789	1945-3248	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0
Writing Lab Newsletter	Twenty Six LLC	EBSCOhost		518197	1040-3779	1941-4994	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Writing on the Edge	Writing on the Edge	EBSCOhost		484127	1064-6051		9	2	7	0	1	0	0	1	1	0	1	3	0	2	0
Writing Program Administration	Council of Writing Program Administrators	EBSCOhost		100073	0196-4682		6	0	6	1	0	3	0	0	0	0	0	0	2	0	0
Writing!	Scholastic Inc.	EBSCOhost		1346492	0279-7208		45	41	4	4	12	10	0	1	2	4	0	2	0	1	9
Writings on Dance	"Writings on Dance, Inc."	EBSCOhost		568439	0817-3710		4	4	0	0	0	0	0	0	0	0	0	2	2	0	0
Written Language and Literacy	John Benjamins Publishing Co.	EBSCOhost		70611	1387-6732	1570-6001	91	0	91	7	1	16	36	6	6	2	1	3	6	5	2
WSEAS Transactions on Business and Economics	World Scientific & Engineering Academy & Society	EBSCOhost		1658410	1109-9526	2224-2899	8	0	8	0	0	0	0	0	0	0	0	4	0	4	0
WSEAS Transactions on Communications	World Scientific & Engineering Academy & Society	EBSCOhost		1658412	1109-2742	2224-2864	3	0	3	0	0	0	0	0	0	0	0	0	2	0	1
WWD: Children's Business	Conde Nast Publications	EBSCOhost		188124	1540-0050		1	1	0	0	0	0	0	0	0	0	0	1	0	0	0
"WXIN-TV (Seattle, WA)"		EBSCOhost		902934			2	2	0	0	0	0	1	0	0	0	0	0	0	1	0
Wyoming Business Report	Northern Colorado Business Report	EBSCOhost		595344	1534-2557		17	0	17	1	1	3	3	0	0	0	0	1	5	3	0
Wyoming Nurse	Wyoming Nurses Association	EBSCOhost		101343			98	83	15	2	6	33	22	0	3	0	0	3	26	3	0
"Wyoming Tribune-Eagle (Cheyenne, WY)"	Cheyenne Newspapers Inc	EBSCOhost		73559	1075-783X		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
XBN	"Ziff Davis, Inc."	EBSCOhost		88703	1538-9723		6	0	6	0	0	2	0	0	0	1	0	1	1	1	0
Xenobiotica	International Pharmaceutical Federation	EBSCOhost		70658	0049-8254	1366-5928	33	0	33	1	8	2	5	0	1	4	1	2	1	5	3
Xenotransplantation	Wiley-Blackwell	EBSCOhost		70659	0908-665X	1399-3089	70	0	70	1	5	10	3	2	2	0	0	1	5	36	5
"XI International Scientific Conference: Individuals, Society, State in Changing Economic Circumstances"	School of Business Administration Turiba Ltd.	EBSCOhost		1036435			3	0	3	0	0	1	2	0	0	0	0	0	0	0	0
XII International Scientific Conference: New Values for Tourism & Community Development	School of Business Administration Turiba Ltd.	EBSCOhost		1153079			2	0	2	2	0	0	0	0	0	0	0	0	0	0	0
Xipe Totek	Xipe Totek	EBSCOhost		196294	1870-2694		2	0	2	0	1	0	0	0	0	0	0	0	1	0	0
XIth International Symposium for Biomechanics & Medicine in Swimming	Norwegian School of Sport Science	EBSCOhost		1594858			22	0	22	1	2	3	1	2	0	0	3	2	4	4	0
X-TRA	Project X Foundation for Art & Criticism	EBSCOhost		484128	1937-5069		64	26	38	1	4	25	6	0	0	1	1	0	5	19	2
Xtra (Toronto)	Pink Triangle Press	EBSCOhost		399388	0829-3384		4	0	4	0	0	3	0	0	0	0	0	0	1	0	0
Xtra West (Vancouver)	Pink Triangle Press	EBSCOhost		399389	1198-0613		9	0	9	0	4	0	2	1	0	0	0	0	0	2	0
XVIII: New Perspectives on the Eighteenth Century	XVIII New Perspectives on the Eighteenth Century	EBSCOhost		1242959	1544-9009		24	0	24	1	1	6	1	3	0	1	2	1	3	5	0
Yachting	Bonnier Corporation	EBSCOhost		70672	0043-9940		44	36	8	8	4	8	2	0	2	0	0	5	4	10	1
Yahoo! Internet Life	"Ziff Davis, Inc."	EBSCOhost		70675	1088-0070		59	40	19	3	2	10	0	3	4	4	1	5	0	6	21
Yakhteh	"Royan Institute, Cellular Sciences Research Center"	EBSCOhost		932251	1561-4921	1735-8086	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Yakima Herald-Republic (WA)	Yakima Herald-Republic Incorporated	EBSCOhost		70676			2	2	0	0	0	0	0	0	0	0	0	0	0	2	0
Yale Economic Review	Yale Economic Review	EBSCOhost		278401	1932-037X		48	20	28	0	1	1	8	0	10	2	0	1	7	15	3
Yale Human Rights & Development Law Journal	Yale University	EBSCOhost		106841	1548-2596		4	3	1	0	0	0	0	0	0	4	0	0	0	0	0
Yale Journal of Law and the Humanities	Yale Journal on Regulation	EBSCOhost		70687	1041-6374		7	0	7	0	0	0	0	0	0	0	0	1	5	1	0
Yale Journal of Sociology	Yale University	EBSCOhost		1042086			1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Yale Journal on Regulation	Yale Journal on Regulation	EBSCOhost		70691	0741-9457		1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Yale Law Journal	Yale Law Journal	EBSCOhost		70693	0044-0094	1939-8611	157	0	157	8	9	12	9	1	5	7	0	6	46	43	11
Yale Law & Policy Review	Yale Journal on Regulation	EBSCOhost		70692	0740-8048		74	0	74	2	4	4	4	1	1	1	0	1	11	37	8
Yale University Library Gazette	Yale University	EBSCOhost		70699	0044-0175		9	2	7	0	5	1	0	0	0	0	1	1	0	1	0
Yankee	Yankee Publishing Inc.	EBSCOhost		70702	0044-0191		150	150	0	12	8	41	6	7	7	7	1	20	15	24	2
Yankee Farmer & News Letter	American Antiquarian Society Historical Periodicals	EBSCOhost		770238			2	1	1	0	2	0	0	0	0	0	0	0	0	0	0
YC Young Children	National Association for the Education of Young Children	EBSCOhost		169494	1538-6619		1294	0	1294	74	96	162	78	35	126	185	36	87	154	201	60
Year 2000 Practitioner	Auerbach Publications Inc.	EBSCOhost		70705	1096-4479		1	1	0	0	0	1	0	0	0	0	0	0	0	0	0
Year Book of Infertility	Lancet	EBSCOhost		102367	0896-4475		8	8	0	0	0	8	0	0	0	0	0	0	0	0	0
Year in Heart Failure	Clinical Publishing	EBSCOhost		281498	1742-3074		82	82	0	0	25	21	9	6	1	1	6	6	7	0	0
Yearbook - Association of Pacific Coast Geographers	University of Hawaii Press	EBSCOhost		155364	0066-9628	1551-3211	32	0	32	1	7	2	6	0	1	1	1	1	7	4	1
Yearbook / Association for Supervision and Curriculum Development of the National Education Association	Association for Supervision & Curriculum Development	EBSCOhost		7972	1042-9018		13	13	0	1	3	2	0	0	0	1	4	1	0	0	1
Yearbook (National Council of Teachers of Mathematics)	National Council of Teachers of Mathematics	EBSCOhost		337196	0077-4103		157	156	1	0	0	33	106	3	2	3	5	0	1	3	1
Yearbook of Comparative Literature	UTP/Canadian Journal of Women & the Law	EBSCOhost		915978	1925-5764	1947-2978	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
Yearbook of Comparative & General Literature	UTP/Canadian Journal of Women & the Law	EBSCOhost		423134	0084-3695	1947-2978	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0
The Yearbook of Education Law	Education Law Association	EBSCOhost		70722	1049-0264		4	0	4	0	0	0	0	0	0	0	1	3	0	0	0
Yearbook of English Studies	Modern Humanities Research Association	EBSCOhost		70723	0306-2473	2222-4289	5	0	5	0	0	3	0	0	0	0	0	1	1	0	0
Yearbook of Labour Statistics / International Labour Office Yearbook of Labour Statistics	International Labour Organization	EBSCOhost		1443025	0084-3857		1	0	1	0	0	1	0	0	0	0	0	0	0	0	0
Yearbook of New Zealand Jurisprudence	"University of Waikato, School of Law"	EBSCOhost		162277	1174-4243		26	24	2	2	0	13	0	0	1	0	0	7	1	2	0
Yearbook of the International Society of History Didactics / Jahrbuch der Internationalen Gesellschaft f?r Geschichtsdidaktik		EBSCOhost		2027653	1025-7861		1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Yearbook of the Irish Philosophical Society	Irish Philosophical Society	EBSCOhost		568352			7	0	7	0	0	0	0	0	0	0	0	0	0	7	0
Yearbook of the National Society for the Study of Education (Wiley)	Springer eBooks	EBSCOhost		25381	0077-5762	1744-7984	212	0	212	2	6	5	9	16	18	12	7	90	30	17	0
The yearbook of the Research Centre for German and Austrian Exile Studies	Editions Rodopi BV	EBSCOhost		100106	1388-3720		1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Year's Work in Critical and Cultural Theory	Oxford University Press / Books	EBSCOhost		84070	1077-4254	1471-681X	4	0	4	0	0	0	0	0	0	0	0	0	0	3	1
Year's Work in English Studies	Oxford University Press / Books	EBSCOhost		70707	0084-4144	1471-6801	5	0	5	0	0	0	0	0	0	1	1	0	1	1	1
Yeats Eliot Review	Yeats Eliot Review	EBSCOhost		169495	0704-5700		4	0	4	0	0	0	0	0	0	1	0	0	1	2	0
Yeni Symposium	Istanbul Universitesi Edebiyat Fakultesi	EBSCOhost		146266	1300-8773		42	0	42	0	2	0	2	0	1	2	2	5	15	12	1
Yes!	Yes! Magazine	EBSCOhost		724154	1089-6651		4	0	4	0	0	2	0	0	2	0	0	0	0	0	0
Yishu: Journal of Contemporary Chinese Art	Yishu: Journal of Contemporary Chinese Art	EBSCOhost		902842	1683-3082		16	0	16	0	0	1	1	0	0	1	5	0	3	5	0
Yoga journal	"Active Interest Media, Inc."	EBSCOhost		88820	0191-0965		325	48	277	30	29	44	53	7	12	10	3	32	55	44	6
Yoga Studies	International Association of Yoga Therapists	EBSCOhost		398213			12	12	0	1	0	1	2	0	0	1	0	3	2	2	0
Yoga Therapy in Practice	International Association of Yoga Therapists	EBSCOhost		273797	1945-7235		9	0	9	2	3	1	0	0	0	0	0	0	1	2	0
Yoga Therapy Today	International Association of Yoga Therapists	EBSCOhost		560298	1945-7235		14	0	14	2	5	1	0	0	0	1	1	2	1	0	1
Yoga-Mimamsa	Kaivalyadhama	EBSCOhost		1654571	0044-0507		17	0	17	1	3	2	1	0	0	1	0	2	0	7	0
Yonsei medical journal	Yonsei University College of Medicine	EBSCOhost		128861	0513-5796	1976-2437	67	0	67	7	2	11	2	2	4	5	3	7	9	13	2
Yorkshire bulletin of economic and social research	Wiley-Blackwell	EBSCOhost		71743	0307-4943		3	0	3	0	0	0	0	0	1	0	0	1	0	1	0
Young Adult Library Services	American Library Association	EBSCOhost		146230	1541-4302		803	38	765	86	78	109	63	2	35	77	10	93	88	119	43
Young Consumers	Emerald Group Publishing Limited	EBSCOhost		234705	1747-3616	1758-7212	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0
Young Ladies' Mirror	American Antiquarian Society Historical Periodicals	EBSCOhost		764932			1	1	0	0	0	0	0	0	0	0	0	0	0	1	0
Young Lawyer / A publication of the American Bar Association young lawyers division	Alabama State Bar Association	EBSCOhost		401302	1090-6878		6	6	0	0	0	2	2	0	0	1	0	0	0	1	0
Young Scientists Journal	Medknow Publications & Media Pvt. Ltd.	EBSCOhost		458088	0974-6102	0975-2145	79	0	79	1	3	11	8	12	4	10	0	7	8	14	1
Your company	Time Inc.	EBSCOhost		70784	1064-2544		2	2	0	0	2	0	0	0	0	0	0	0	0	0	0
Youth Media Reporter	Wiley eBooks	EBSCOhost		491729			279	0	279	6	51	19	34	0	20	7	2	48	33	52	7
Youth Studies Australia	Australian Clearinghouse for Youth Studies	EBSCOhost		70797	1038-2569		1213	253	960	73	77	210	71	37	39	75	25	61	211	282	52
"Youth studies and abstracts / Centre for Education, University of Tasmania"	Australian Clearinghouse for Youth Studies	EBSCOhost		70796	0818-7886		51	51	0	10	1	6	1	6	0	5	0	7	8	7	0
Youth & Policy	Taylor & Francis Ltd / eBooks	EBSCOhost		337958	0262-9798		2	0	2	0	1	0	0	0	0	0	1	0	0	0	0
Youth's Companion	American Antiquarian Society Historical Periodicals	EBSCOhost		764935			2	1	1	0	0	0	0	0	0	2	0	0	0	0	0
Youth's Emancipator	American Antiquarian Society Historical Periodicals	EBSCOhost		770253			7	6	1	0	0	0	0	0	0	0	0	0	0	0	7
"Youth's Friend (Philadelphia, PA 1829)"	American Antiquarian Society Historical Periodicals	EBSCOhost		765555			5	5	0	0	0	0	0	0	0	0	0	0	5	0	0
Yukon Monthly Statistical Review	"Yukon Government, Bureau of Statistics"	EBSCOhost		602847	1195-812X		3	0	3	0	0	0	3	0	0	0	0	0	0	0	0
Yüksekö_retim ve Bilim Dergisi		EBSCOhost		1431941	2146-5959	2146-5967	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Zbornik Matice Srpske za Prirodne Nauke	"Matica Srpska, Department of Natural Studies"	EBSCOhost		773410	0352-4906		1	0	1	0	0	0	0	0	0	1	0	0	0	0	0
Zbornik radova	"University of Sarajevo, Faculty of Economics"	EBSCOhost		384232	0581-7439		1	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Zbornik Radova - A Periodical of Scientific Research on Field & Vegetable Crops	Institute of Field & Vegetable Crops	EBSCOhost		383980	0354-7698		2	0	2	0	0	0	0	0	1	0	0	0	1	0	0
Zbornik Radova = Recueil des Travaux - Faculte de Droit de Novi Sad	"Faculty of Law, University of Novi Sad"	EBSCOhost		411938	0550-2179		97	0	97	6	4	16	10	1	7	12	2	7	15	17	0
Zbornik Radova Ekonomskog Fakulteta u Istocnom Sarajevu	"University of East Sarajevo, Faculty of Economics"	EBSCOhost		576818	1840-3557		53	0	53	0	2	8	3	0	3	3	2	2	10	19	1
Zeitschrift des Deutschen Vereins fur Kunstwissenschaft	American Theological Library Association Historical Periodicals	EBSCOhost		70846	0044-2135		4	2	2	0	0	0	4	0	0	0	0	0	0	0	0
Zeitschrift f?r Dialektische Theologie		EBSCOhost			2213-0241		8	0	8	0	0	3	0	0	1	1	0	0	0	0	3
Zeitschrift fur Familienforschung - Journal of Familiy Research	Juventa Verlag GmbH	EBSCOhost		490359	1437-2940		14	0	14	0	1	2	2	0	4	0	0	0	4	1	0
Zeitschrift Führung + Organisation	Schaeffer-Poeschel Verlag	EBSCOhost		70862	0722-7485		6	0	6	0	0	1	1	1	0	1	0	0	2	0	0
Zeitschrift für Antikes Christentum / Journal of Ancient Christianity	De Gruyter	EBSCOhost		80074	0949-9571	1612-961X	6	0	6	0	3	0	1	0	0	0	0	0	0	2	0
Zeitschrift für Assyriologie und Vorderasiatische Archäologie	De Gruyter	EBSCOhost		70849	0084-5299	1613-1150	5	0	5	0	0	1	0	0	4	0	0	0	0	0	0
Zeitschrift für Dialektische Theologie	Echter Verlag GmbH	EBSCOhost		1401677	0169-7536		10	0	10	3	1	0	0	0	2	0	0	0	0	3	1
Zeitschrift für die Alttestamentliche Wissenschaft	De Gruyter	EBSCOhost		70851	0044-2526	1613-0103	18	0	18	4	0	2	0	0	6	0	1	1	0	2	2
Zeitschrift für die Neutestamentliche Wissenschaft und die Kunde der Älteren Kirche	De Gruyter	EBSCOhost		70852	0044-2615	1613-009X	7	0	7	0	0	1	0	0	1	0	0	0	0	5	0
Zeitschrift für Ethnologie	Dietrich Reimer Verlag GMBH	EBSCOhost		383948	0044-2666		4	0	4	0	1	2	0	0	0	0	0	0	1	0	0
Zeitschrift für Germanistische Linguistik	De Gruyter	EBSCOhost		83907	0301-3294	1613-0626	3	0	3	0	0	0	0	0	2	0	0	0	0	0	1
Zeitschrift für Gesundheitswissenschaften	Springer Science & Business Media B.V.	EBSCOhost		128923	0943-1853	1613-2238	32	0	32	2	8	5	4	2	0	1	0	2	7	1	0
Zeitschrift für Nachwuchswissenschaftler		EBSCOhost		600590	1869-6139		2	0	2	0	0	2	0	0	0	0	0	0	0	0	0
Zeitschrift für Neuere Theologiegeschichte / Journal for the History of Modern Theology	De Gruyter	EBSCOhost		89825	0943-7592	1612-9776	2	0	2	0	1	0	1	0	0	0	0	0	0	0	0
Zeitschrift für Personalforschung	Rainer Hampp Verlag	EBSCOhost		162319	0179-6437	1862-0000	122	0	122	4	9	7	5	1	5	9	4	30	24	16	8
Zeitschrift für Psychologie / Journal of Psychology	Hogrefe Verlag GmbH & Co. KG	EBSCOhost		163106	0044-3409		506	360	146	29	25	86	36	113	56	18	4	19	50	63	7
Zeitschrift für Psychologie/Journal of Psychology	Hogrefe Verlag GmbH & Co. KG	EBSCOhost		900821	2190-8370	2151-2604	693	469	224	65	73	95	22	11	25	60	20	40	109	144	29
Zeitschrift für Rechtssoziologie	Lucius & Lucius Verlagsgesellschaft mbH	EBSCOhost		374536	0174-0202		2	0	2	0	0	1	0	0	0	0	0	0	0	1	0
Zeitschrift für Rezensionen zur germanistischen Sprachwissenschaft	De Gruyter	EBSCOhost		525306	1867-1691	1867-1705	6	0	6	0	1	0	1	0	2	1	0	0	0	1	0
Zeitschrift für romanische Philologie (ZrP)	De Gruyter	EBSCOhost		93286	0049-8661	1865-9063	2	0	2	0	0	0	0	0	0	0	2	0	0	0	0
Zeitschrift für Soziologie	Lucius & Lucius Verlagsgesellschaft mbH	EBSCOhost		128529	0340-1804		5	0	5	0	0	4	0	0	0	0	0	0	0	1	0
Zeitschrift für Sprachwissenschaft	De Gruyter	EBSCOhost		140954	0721-9067	1613-3706	12	0	12	0	2	4	1	0	0	0	0	0	0	4	1
Zeitschrift für Theologie und Kirche	Mohr Siebeck GmbH & Co. KG	EBSCOhost		94063	0044-3549		6	0	6	1	1	0	1	0	0	0	1	1	1	0	0
Zeitschrift für Unternehmens- und Gesellschaftsrecht	De Gruyter	EBSCOhost		140956	0340-2479	1612-7048	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0
Zeitschrift für Wirtschafts- und Unternehmensethik	Rainer Hampp Verlag	EBSCOhost		162320	1439-880X	1862-0043	30	0	30	3	1	5	5	0	0	9	0	0	2	4	1
Zer: Revista de Estudios de Comunicacion	Universidad del Pais Vasco	EBSCOhost		196295	1137-1102		27	0	27	0	1	5	1	0	0	2	0	4	8	6	0
Ziff Davis Smart Business	"Ziff Davis, Inc."	EBSCOhost		71028	1535-9891		8	5	3	2	0	5	0	0	0	0	0	1	0	0	0
Ziff Davis smart business for the new economy	"Ziff Davis, Inc."	EBSCOhost		71029	1528-4034		2	2	0	2	0	0	0	0	0	0	0	0	0	0	0
Zion's Herald (1823-1841)	American Antiquarian Society Historical Periodicals	EBSCOhost		172497			1	1	0	0	1	0	0	0	0	0	0	0	0	0	0
Zivot i Skola	Zivot i Skola	EBSCOhost		423019	0044-4855		10	0	10	4	1	0	0	0	0	1	0	0	0	2	2
Zivot Umjetnosti	Zivot Umjetnosti	EBSCOhost		726479	0514-7794		4	0	4	0	0	0	0	0	0	1	0	0	2	1	0
Zona Próxima	Fundacion Universidad del Norte	EBSCOhost		189824	1657-2416	2145-9444	4	0	4	0	1	0	1	0	0	0	0	0	0	2	0
Zonguldak Karaelmas University Journal of Social Sciences	Zonguldak Karaelmas University Journal of Social Sciences	EBSCOhost		778273	1303-9245		7	0	7	0	0	2	0	1	0	0	0	1	1	2	0
Zoobooks	"Wildlife Education, Ltd."	EBSCOhost		71055	0737-9005		12	8	4	0	3	0	4	0	3	0	0	2	0	0	0
ZooKeys	Pensoft Publishers	EBSCOhost		460337	1313-2989	1313-2970	20	0	20	0	1	6	0	0	0	3	0	0	3	6	1
Zoologica Scripta	Wiley-Blackwell	EBSCOhost		71057	0300-3256	1463-6409	12	0	12	2	0	1	0	1	0	0	0	5	1	2	0
Zoological Journal of the Linnean Society	Wiley-Blackwell	EBSCOhost		71058	0024-4082	1096-3642	42	0	42	3	1	6	13	1	1	1	0	3	3	9	1
Zoological science	VSP International Science Publishers	EBSCOhost		71060	0289-0003	2212-3830	30	0	30	2	7	13	2	1	0	1	0	0	2	2	0
Zoonoses and Public Health	Wiley-Blackwell	EBSCOhost		277607	1863-1959	1863-2378	66	0	66	6	2	3	2	3	2	4	7	8	10	10	9
ZooNotes	Plovdivskiyat Universitet Paisiy Hilendarskiy	EBSCOhost		600609	1313-9916		1	0	1	0	0	0	0	0	0	0	0	0	0	1	0
ZQF - Zeitschrift Fuer Qualitative Forschung	Juventa Verlag GmbH	EBSCOhost		529897	1438-8324		2	0	2	0	0	0	0	1	1	0	0	0	0	0	0
Zygon	Wiley-Blackwell	EBSCOhost		71098	0591-2385	1467-9744	743	0	743	39	78	97	49	32	60	28	42	30	98	156	34
_____	School of Slavonic & East European Studies	EBSCOhost		98968	0954-6839		49	0	49	3	0	3	3	2	0	0	1	2	8	24	3
